iter	Passed	Remaining
553	89985	39957
554	90131	39787
555	90284	39621
556	90598	39525
557	90747	39356
558	91031	39246
559	91268	39115
560	91612	39029
561	91766	38861
562	92014	38734
563	92231	38593
564	92373	38421
565	92634	38297
566	92917	38182
567	93171	38055
568	93359	37901
569	93623	37777
570	93887	37653
571	94059	37492
572	94305	37360
573	94572	37235
574	94789	37091
575	94941	36921
576	95166	36780
577	95377	36632
578	95560	36474
579	95811	36342
580	96123	36232
581	96417	36115
582	96535	35931
583	96799	35802
584	97002	35650
585	97233	35508
586	97413	35347
587	97518	35159
588	97620	34970
589	97882	34839
590	98040	34670
591	98224	34511
592	98352	34332
593	98459	34145
594	98573	33962
595	98766	33806
596	98934	33640
597	99073	33466
598	99183	33281
599	99364	33121
600	99548	32962
601	99714	32796
602	100011	32673
603	100228	32524
604	100350	32344
605	100463	32161
606	100777	32042
607	100910	31866
608	101068	31697
609	101357	31570
610	101528	31405
611	101653	31226
612	101895	31083
613	102037	30910
614	102168	30733
615	102290	30554
616	102487	30397
617	102660	30233
618	102769	30050
619	102870	29865
620	103084	29713
621	103258	29549
622	103370	29368
623	103655	29236
624	103835	29074
625	104100	28935
626	104298	28777
627	104598	28647
628	104810	28493
629	105041	28344
630	105222	28181
631	105328	27998
632	105641	27870
633	105937	27737
634	106117	27573
635	106239	27394
636	106526	27258
637	106669	27085
638	106801	26909
639	107069	26767
640	107301	26616
641	107575	26474
642	107822	26326
643	107965	26153
644	108203	26002
645	108417	25845
646	108546	25668
647	108817	25525
648	109098	25383
649	109462	25260
650	109652	25097
651	109775	24918
652	110003	24763
653	110197	24600
654	110494	24460
655	110703	24300
656	110929	24144
657	111122	23980
658	111244	23801
659	111350	23619
660	111488	23444
661	111749	23295
662	111943	23131
663	112086	22957
664	112397	22817
665	112606	22656
666	112798	22492
667	112964	22322
668	113091	22145
669	113213	21966
670	113430	21807
671	113584	21635
672	113713	21458
673	113826	21279
674	114069	21124
675	114230	20953
676	114338	20773
677	114475	20598
678	114742	20447
679	114914	20279
680	115031	20100
681	115258	19942
682	115567	19797
683	115789	19636
684	116067	19485
685	116326	19331
686	116502	19162
687	116743	19004
688	116984	18846
689	117146	18675
690	117332	18508
691	117635	18359
692	117762	18182
693	117974	18019
694	118125	17846
695	118249	17669
696	118448	17503
697	118700	17345
698	118870	17175
699	118999	16999
700	119127	16823
701	119309	16655
702	119467	16484
703	119557	16303
704	119663	16124
705	119888	15962
706	120066	15793
707	120201	15619
708	120418	15455
709	120596	15286
710	120740	15113
711	120871	14939
712	121023	14767
713	121131	14590
714	121261	14415
715	121406	14243
716	121585	14074
717	121869	13918
718	122045	13749
719	122157	13573
720	122383	13409
721	122536	13237
722	122726	13070
723	122877	12898
724	123005	12724
725	123103	12547
726	123345	12385
727	123484	12212
728	123606	12038
729	123701	11861
730	123918	11696
731	124059	11524
732	124170	11349
733	124268	11174
734	124451	11005
735	124601	10834
736	124709	10660
737	124981	10499
738	125086	10325
739	125184	10150
740	125363	9981
741	125486	9808
742	125594	9635
743	125679	9459
744	125781	9285
745	125991	9120
746	126131	8949
747	126225	8775
748	126326	8601
749	126408	8427
750	126504	8253
751	126593	8080
752	126797	7914
753	126942	7744
754	127052	7572
755	127243	7405
756	127372	7235
757	127484	7063
758	127582	6891
759	127663	6719
760	127836	6551
761	127958	6381
762	128052	6209
763	128150	6038
764	128235	5866
765	128464	5702
766	128580	5532
767	128673	5361
768	128749	5190
769	128827	5019
770	128905	4848
771	129097	4682
772	129222	4513
773	129306	4343
774	129400	4174
775	129490	4004
776	129654	3837
777	129756	3669
778	129847	3500
779	129906	3330
780	129982	3162
781	130070	2993
782	130224	2827
783	130319	2659
784	130387	2491
785	130457	2323
786	130528	2156
787	130621	1989
788	130686	1821
789	130755	1655
790	130889	1489
791	131013	1323
792	131092	1157
793	131159	991
794	131210	825
795	131246	659
796	131282	494
797	131323	329
798	131361	164
799	131400	0

799	131058	0
