date,home_team,away_team,home_goals,away_goals,bookie_home,bookie_draw,bookie_away,league,xG_home,xG_away,bookie_sum,bookie_prob_home,bookie_prob_draw,bookie_prob_away,result
2019-12-08,Werder Bremen,Paderborn,0,1,1.53,4.5,5.75,BUNDESLIGA,0.8271,1.51679,1.049730036942313,0.6226312939902545,0.21169463995668653,0.16567406605305904,A
2019-12-13,Hoffenheim,Augsburg,2,4,1.8,4.0,4.2,BUNDESLIGA,1.75727,2.22713,1.0436507936507937,0.532319391634981,0.23954372623574144,0.22813688212927755,A
2019-12-14,Bayern Munich,Werder Bremen,6,1,1.14,9.0,15.0,BUNDESLIGA,5.83554,0.536081,1.0549707602339182,0.8314855875831485,0.10532150776053213,0.06319290465631928,H
2019-12-14,FC Koln,Leverkusen,2,0,4.2,3.9,1.8,BUNDESLIGA,,,1.05006105006105,0.22674418604651161,0.24418604651162792,0.5290697674418605,H
2019-12-14,Hertha,Freiburg,1,0,2.0,3.6,3.6,BUNDESLIGA,,,1.0555555555555556,0.47368421052631576,0.2631578947368421,0.2631578947368421,H
2019-12-14,Mainz,Dortmund,0,4,5.0,4.33,1.6,BUNDESLIGA,,,1.05594688221709,0.1894034665646017,0.2187107004210181,0.5918858330143802,A
2019-12-14,Paderborn,Union Berlin,1,1,2.8,3.75,2.37,BUNDESLIGA,1.3758,1.79415,1.045750452079566,0.341518243126405,0.2550002882010491,0.4034814686725459,D
2019-12-14,Fortuna Dusseldorf,RB Leipzig,0,3,7.0,4.75,1.44,BUNDESLIGA,,,1.0478279030910609,0.13633645604943193,0.20091688259916285,0.6627466613514053,A
2019-12-15,Wolfsburg,M'gladbach,2,1,2.7,3.4,2.6,BUNDESLIGA,,,1.0491034020445784,0.3530351437699681,0.2803514376996806,0.36661341853035145,H
2019-12-15,Schalke 04,Ein Frankfurt,1,0,1.9,3.75,3.6,BUNDESLIGA,,,1.0707602339181288,0.4915346805024576,0.24904423812124518,0.2594210813762971,H
2019-12-17,Werder Bremen,Mainz,0,5,1.75,4.2,4.2,BUNDESLIGA,,,1.0476190476190477,0.5454545454545454,0.22727272727272724,0.22727272727272724,A
2019-12-17,Augsburg,Fortuna Dusseldorf,3,0,1.75,4.2,4.2,BUNDESLIGA,,,1.0476190476190477,0.5454545454545454,0.22727272727272724,0.22727272727272724,H
2019-12-17,Dortmund,RB Leipzig,3,3,2.1,3.8,3.2,BUNDESLIGA,,,1.0518483709273183,0.4527177959791511,0.2501861504095309,0.29709605361131797,D
2019-12-17,Union Berlin,Hoffenheim,0,2,2.37,3.5,2.9,BUNDESLIGA,1.53884,0.819222,1.0524828001912243,0.40090054506675094,0.2714669405166285,0.32763251441662067,A
2019-12-18,Leverkusen,Hertha,0,1,1.5,4.33,6.5,BUNDESLIGA,,,1.0514597027299106,0.6340391980175715,0.2196440639783735,0.14631673800405498,A
2019-12-18,Ein Frankfurt,FC Koln,2,4,1.75,3.8,4.75,BUNDESLIGA,,,1.045112781954887,0.5467625899280576,0.2517985611510791,0.20143884892086333,A
2019-12-18,Freiburg,Bayern Munich,1,3,10.0,7.5,1.22,BUNDESLIGA,2.13825,4.41404,1.0530054644808744,0.09496626881162429,0.12662169174883237,0.7784120394395433,A
2019-12-18,M'gladbach,Paderborn,2,0,1.33,6.0,7.5,BUNDESLIGA,,,1.0518796992481203,0.7147962830593281,0.1584465094114844,0.1267572075291875,H
2019-12-18,Wolfsburg,Schalke 04,1,1,2.3,3.4,3.1,BUNDESLIGA,2.99738,1.73056,1.051480900915766,0.41349548842683415,0.2797175362887407,0.3067869752844253,D
2019-12-20,Hoffenheim,Dortmund,2,1,3.6,4.0,1.9,BUNDESLIGA,,,1.054093567251462,0.2635228848821082,0.23717059639389737,0.49930651872399445,H
2019-12-21,Bayern Munich,Wolfsburg,2,0,1.14,8.5,17.0,BUNDESLIGA,1.58412,0.889656,1.0536635706914346,0.8325171400587659,0.11165523996082272,0.05582761998041136,H
2019-12-21,FC Koln,Werder Bremen,1,0,2.05,3.75,3.4,BUNDESLIGA,,,1.0485891917742707,0.4652011310772599,0.25430995165556874,0.2804889172671714,H
2019-12-21,Mainz,Leverkusen,0,1,3.8,4.0,1.83,BUNDESLIGA,,,1.059605982168536,0.2483544819162652,0.23593675782045195,0.5157087602632829,A
2019-12-21,RB Leipzig,Augsburg,3,1,1.25,6.5,11.0,BUNDESLIGA,,,1.0447552447552448,0.7657295850066934,0.14725568942436412,0.08701472556894244,H
2019-12-21,Schalke 04,Freiburg,2,2,1.65,3.8,5.5,BUNDESLIGA,1.70201,2.56208,1.05103668261563,0.5766312594840667,0.25037936267071315,0.17298937784522,D
2019-12-21,Hertha,M'gladbach,0,0,3.1,3.7,2.2,BUNDESLIGA,,,1.047396369977015,0.3079833522512297,0.2580401059402194,0.43397654180855094,D
2019-12-22,Fortuna Dusseldorf,Union Berlin,2,1,2.75,3.25,2.62,BUNDESLIGA,,,1.0530080606416483,0.3453310351819934,0.2922031836155328,0.3624657812024739,H
2019-12-22,Paderborn,Ein Frankfurt,2,1,3.4,4.0,2.0,BUNDESLIGA,,,1.0441176470588236,0.28169014084507044,0.23943661971830985,0.4788732394366197,H
2020-01-17,Schalke 04,M'gladbach,2,0,2.62,3.6,2.55,BUNDESLIGA,,,1.051614029835853,0.36294626971889454,0.26414422962875106,0.37290950065235445,H
